29.4872,74.0321
30.2564,77.109
31.7949,80.9551
35.641,82.8782
39.4872,84.0321
43.3333,84.0321
45.641,83.2628
47.6923,79.4167
48.2051,74.8013
48.2051,69.8013
48.2051,65.1859
46.9231,60.9551
45.641,59.4167
43.5897,57.8782
42.0513,57.109
40,56.3397
36.6667,55.5705
35.1282,54.4167
33.0769,53.6474
32.5641,51.7244
31.7949,44.4167
31.5385,39.4167
31.7949,36.7244
36.6667,39.4167
38.7179,39.4167
42.8205,39.4167
47.6923,35.9551
48.4615,34.0321
48.9744,30.1859
48.7179,27.4936
47.9487,24.4167
45.3846,19.0321
41.5385,15.5705
38.4615,14.0321
34.8718,14.0321
33.0769,13.6474
33.8462,7.8782
33.3333,4.8013
37.4359,4.8013
41.7949,4.8013
45.1282,6.3397
48.4615,7.109
50.7692,9.4167
53.3333,11.7244
55.1282,14.0321
56.4103,16.3397
57.9487,20.1859
58.2051,20.9551
58.9744,25.5705
58.9744,28.6474
58.9744,31.3397
59.2308,35.1859
59.2308,36.3397
58.2051,40.1859
57.1795,41.7244
56.9231,42.4936
55.1282,43.6474
51.7949,47.4936
50,47.8782
50,50.1859
53.0769,55.5705
54.8718,59.4167
56.9231,64.8013
57.9487,70.9551
58.2051,75.1859
58.2051,78.2628
58.2051,83.2628
57.4359,85.5705
55.8974,89.4167
53.8462,93.2628
51.7949,95.5705
47.6923,97.4936
47.1795,97.8782
42.5641,97.4936
38.7179,97.109
35.8974,96.7244
32.5641,95.1859
30.7692,92.4936
27.6923,88.6474
25.3846,85.1859
25.1282,81.3397
27.1795,78.2628
