45.43190806,93.77685458
37.72156952,90.98132439
33.27306779,89.42678627
31.32279764,88.91359468
35.58954749,83.53838562
33.24601471,86.61185609
35.90568073,83.11032497
37.30580537,81.22597425
36.31339359,82.7770652
36.35753967,82.53053043
38.09956428,78.817212
41.76658815,71.9552583
40.11440299,72.95183947
44.36210345,67.03966559
43.05780071,64.82351541
46.41552257,65.89773277
47.96445498,65.68444788
49.83777916,62.34077879
50.56327241,62.41391836
55.86224797,58.34285355
53.98784951,60.68482972
52.29068332,60.34182908
56.0261399,56.43492395
55.69950024,56.93600284
59.17659481,53.86501946
62.74269726,55.05783759
69.63287264,65.04541441
69.26534103,64.18910468
57.81601105,55.82941441
59.35406184,48.10817949
54.08582007,42.95056025
49.72589006,34.09475983
52.85302233,38.22795455
55.41141769,41.31828868
47.38817845,32.40007387
42.32324509,24.86459909
41.91608017,24.20189241
39.10393919,20.88070087
39.86442626,21.81011223
40.46690068,22.83061069
44.27656575,27.21526227
49.32657464,33.5796868
50.92137697,36.64619998
39.64589321,21.43973138
38.02964314,21.39058684
38.13495603,19.76410673
36.83127018,17.87390911
38.64743821,20.26325296
39.42435662,21.23238756
38.39152028,20.13324822
43.81659211,26.78732734
46.32928554,29.80872487
49.11279803,34.05351833
51.7950959,37.05184837
51.48092637,36.57263168
52.66659511,37.71137869
56.93335467,43.80534368
59.46048681,48.1131833
61.92527514,45.99787654
62.74282355,43.93014733
65.56547342,58.40497606
70.16458248,65.77445183
72.14525317,67.41653775
73.69253629,70.06246477
41.2880467,76.62700649
39.70055611,78.23804304
37.61727169,80.99044301
39.44760486,78.698124
40.48821084,82.25078983
43.28028162,76.90938084
43.99287478,75.69621123
42.35608862,75.16797849
42.77997448,74.35985388
42.5466828,74.94481177
41.51335715,76.09165753
43.72311763,73.48822172
44.37047929,70.93419146
42.84102462,74.45041032
47.533649,95.19994914
73.76545707,96.02312592
81.83181831,93.56976359
78.48214256,92.55208385
84.85158634,84.79690119
83.62404202,83.12854087
81.29331951,79.77671452
81.54399505,80.02838287
80.59224428,78.87835626
77.13381602,74.71192188
76.02302633,73.17794147
74.47492288,71.26894756
73.58884423,69.54285982
73.09366919,68.10976697
70.82174732,33.44393532
75.05539077,32.19943134
75.08381272,31.59260101
76.49524312,27.80939711
82.13468695,21.87367088
83.01661292,22.1532239
51.75869614,36.73774617
53.19313763,41.41477896
68.72396372,36.08864858
69.64281232,36.18088307
75.62649987,27.7609365
73.44239464,30.06131397
78.9630618,23.11933237
76.26835437,26.64178689
76.56554225,26.1207938
77.10083826,25.49683931
76.88607167,25.95306761
75.65704911,25.92042781
41.23414538,23.40604191
40.58687529,20.92809536
41.72154141,24.81707436
38.47430252,19.93975047
37.28326529,18.52527911
35.48745573,16.25242224
35.33837305,16.22869301
39.11496781,20.71403591
38.70118179,19.62541922
39.33125334,20.07081193
35.77084933,16.21966272
34.24203122,14.62581312
33.4448554,13.37413699
33.36380864,8.665670051
35.95339101,13.79679768
39.95437849,16.21346798
40.79121142,12.22286222
74.29331469,16.55382896
76.7746637,17.01143839
79.15182927,15.3544644
79.01107717,15.67782745
82.316132,13.46153587
85.11797338,15.52859649
80.68293113,13.03059728
80.52230617,7.749432331
80.52524405,3.745765813
39.9420298,21.76988803
38.77778482,20.2860383
76.71792704,26.10568695
37.62322536,91.03939826
37.81318501,93.36098807
33.63965256,88.23602894
