28.2051,73.2628
31.5385,74.4167
33.8462,77.4936
35.8974,81.3397
36.9231,85.5705
37.4359,88.6474
39.2308,89.0321
41.5385,89.4167
44.1026,89.4167
46.4103,89.4167
48.2051,89.4167
50.7692,89.4167
52.0513,85.9551
52.3077,81.7244
52.0513,77.109
52.3077,74.0321
52.5641,70.1859
52.5641,67.8782
52.5641,64.4167
52.5641,61.3397
52.5641,58.2628
52.5641,54.0321
52.5641,51.3397
52.8205,46.3397
52.8205,42.4936
52.8205,37.8782
52.5641,34.8013
52.3077,30.9551
52.3077,26.7244
27.6923,71.7244
28.2051,67.8782
28.2051,64.8013
28.7179,62.109
30.5128,63.2628
32.3077,64.0321
34.359,64.4167
35.8974,64.8013
36.1538,64.0321
36.1538,58.2628
36.1538,55.1859
36.1538,52.109
36.1538,50.1859
36.1538,46.7244
36.1538,40.1859
36.1538,36.3397
36.1538,33.2628
35.8974,28.2628
35.641,24.8013
35.8974,23.2628
25.641,20.1859
28.2051,19.4167
31.5385,20.1859
34.359,20.9551
52.3077,23.6474
55.3846,24.0321
57.9487,24.0321
60.5128,24.0321
63.5897,23.6474
25.641,18.2628
26.1538,12.8782
26.1538,9.0321
27.9487,8.6474
33.3333,10.1859
36.9231,9.4167
39.4872,9.4167
41.5385,9.0321
45.3846,9.0321
46.9231,9.4167
50.5128,9.8013
54.359,9.4167
57.4359,8.6474
61.7949,9.4167
65.1282,9.4167
64.1026,24.0321
65.8974,23.2628
65.8974,20.9551
65.641,14.8013
65.641,13.6474
65.1282,11.7244
59.2308,9.4167
60,9.4167
60.5128,10.1859
